Date,Revenue,order_count,quantity_sold,discount_rate,sessions,active_promo_count,has_active_promo,year,month,quarter,day_of_week,is_weekend,day_of_month,is_month_start_3d,days_to_month_end,is_month_end_4d,revenue_lag_1,revenue_lag_7,revenue_lag_14,revenue_lag_28,revenue_lag_365,revenue_roll_mean_7,revenue_roll_mean_28,revenue_roll_mean_90,revenue_roll_std_7,revenue_roll_std_28,revenue_roll_max_28,revenue_roll_min_28,sessions_lag_1,sessions_roll_mean_7,order_count_lag_1,order_count_roll_mean_7,quantity_sold_lag_1,quantity_sold_roll_mean_7,discount_rate_lag_7,log_revenue
2013-07-14,4482102.22,229,1136,0.17999999339595607,19989,1,1,2013,7,3,6,1,14,0,17,0,4161301.31,2958215.01,7372318.59,5794009.15,3820831.41,4287159.827142857,5716197.403928571,6472995.261,1315823.338689349,1950999.3491325525,9546012.78,2452372.43,20990.0,21238.85714285714,190.0,197.28571428571428,976.0,986.5714285714286,0.18000000277194184,15.315602962975193
2013-07-15,4387240.36,232,1174,0.18000001030260399,18587,1,1,2013,7,3,0,0,15,0,16,0,4482102.22,2571901.18,6359864.53,5795298.96,3948841.28,4504858.0,5669343.585,6465378.502333334,1178169.9863278181,1964765.8123942935,9546012.78,2452372.43,19989.0,21298.285714285714,229.0,213.42857142857142,1136.0,1067.7142857142858,0.18000000295501245,15.29421119573093
2013-07-16,4411030.39,218,1206,0.17999999995465912,19711,1,1,2013,7,3,1,0,16,0,15,0,4387240.36,4624825.33,7209130.33,6632615.61,3503801.49,4764192.168571429,5619055.7778571425,6448712.041,830184.6646415851,1979387.695987148,9546012.78,2452372.43,18587.0,21258.571428571428,232.0,230.14285714285714,1174.0,1149.2857142857142,0.18000000877870992,15.299619095361914
2013-07-17,4475453.64,258,1360,0.18000003011985174,19882,1,1,2013,7,3,2,0,17,0,14,0,4411030.39,3855254.64,8038680.63,7437341.02,4476729.49,4733650.034285715,5539713.448571429,6407671.939444444,840040.6574307005,1981779.0234103985,9546012.78,2452372.43,19711.0,20820.285714285714,218.0,232.14285714285714,1206.0,1176.5714285714287,0.17999998308801723,15.314118500061342
2013-07-18,6265533.39,324,1671,0.18000000794824592,19517,1,1,2013,7,3,3,0,18,0,13,0,4475453.64,5785320.61,2521315.44,7078652.68,5184141.46,4822249.891428572,5433931.756428571,6384768.728333333,760936.6162104949,1955613.4181840196,9546012.78,2452372.43,19882.0,20387.571428571428,258.0,240.57142857142858,1360.0,1233.2857142857142,0.18000000176308292,15.65057444036022
2013-07-19,6310739.5,287,1457,0.16308973932452767,21059,1,1,2013,7,3,4,0,19,0,12,0,6265533.39,6053300.71,2494107.65,5526354.45,6421487.11,4890851.717142857,5404891.7817857135,6389148.956555555,875287.1698456865,1936226.6196781667,9546012.78,2452372.43,19517.0,20010.14285714286,324.0,246.14285714285714,1671.0,1271.7142857142858,0.18000000366742064,15.657763581039314
2013-07-20,4157746.85,196,958,0.1587142733329231,21432,1,1,2013,7,3,5,1,20,0,11,0,6310739.5,4161301.31,2452372.43,5117274.96,5171470.46,4927628.687142857,5432905.533571429,6392466.998666666,935600.6639617987,1943708.9255394673,9546012.78,2452372.43,21059.0,19962.14285714286,287.0,248.28571428571428,1457.0,1282.857142857143,0.1799999962031108,15.240484103425645
2013-07-21,4847680.2,187,942,0.09998450805397599,22930,1,1,2013,7,3,6,1,21,0,10,0,4157746.85,4482102.22,2958215.01,5844565.63,3442157.02,4927120.907142857,5398636.672499999,6368402.541555556,936086.730646495,1957886.6490929865,9546012.78,2452372.43,21432.0,20025.285714285714,196.0,249.14285714285714,958.0,1280.2857142857142,0.17999999339595607,15.394011045493157
2013-07-22,5926190.4,235,1213,0.0485363497602102,19228,1,1,2013,7,3,0,0,22,0,9,0,4847680.2,4387240.36,2571901.18,5243774.5,3117550.57,4979346.332857142,5363033.621428572,6341239.515333333,917126.57543024,1958541.1404200562,9546012.78,2452372.43,22930.0,20445.428571428572,187.0,243.14285714285714,942.0,1252.5714285714287,0.18000001030260399,15.594892304940338
2013-07-23,4436778.28,195,961,0.0,20992,0,0,2013,7,3,1,0,23,0,8,0,5926190.4,4411030.39,4624825.33,6728887.1,4730517.69,5199196.338571428,5387405.617857143,6309780.81888889,935798.4969590517,1961246.2283958031,9546012.78,2452372.43,19228.0,20537.0,235.0,243.57142857142858,1213.0,1258.142857142857,0.17999999995465912,15.30543928380029
2013-07-24,7329505.1,257,1302,0.0,23873,0,0,2013,7,3,2,0,24,0,7,0,4436778.28,4475453.64,3855254.64,8817278.13,4096496.12,5202874.608571428,5305544.588571429,6255094.293,932227.9752758887,1950988.6205034964,9546012.78,2452372.43,20992.0,20720.0,195.0,240.28571428571428,961.0,1223.142857142857,0.18000003011985174,15.8074186909651
2013-07-25,6342757.31,275,1320,0.0,24318,0,0,2013,7,3,3,0,25,0,6,0,7329505.1,6265533.39,5785320.61,7748199.74,5246688.08,5610596.245714285,5252409.8375,6235118.983,1157875.3124521554,1870400.2281572586,9546012.78,2452372.43,23873.0,21290.14285714286,257.0,240.14285714285714,1302.0,1214.857142857143,0.18000000794824592,15.662824296468987
2013-07-26,6941436.71,252,1385,0.0,20769,0,0,2013,7,3,4,0,26,0,5,0,6342757.31,6310739.5,6053300.71,6285354.21,5851965.06,5621628.234285714,5202215.465000001,6237189.699333334,1165498.2241374315,1819096.8906734094,9546012.78,2452372.43,24318.0,21976.0,275.0,233.14285714285714,1320.0,1164.7142857142858,0.16308973932452767,15.75301947385194
2013-07-27,4353958.13,179,822,0.0,18198,0,0,2013,7,3,5,1,27,0,4,0,6941436.71,4157746.85,4161301.31,9546012.78,5156699.45,5711727.835714286,5225646.982857143,6242980.828444444,1249033.704615615,1837695.7434271956,9546012.78,2452372.43,20769.0,21934.571428571428,252.0,228.14285714285714,1385.0,1154.4285714285713,0.1587142733329231,15.286596133961789
2013-07-28,6017516.42,224,1099,0.0,25026,0,0,2013,7,3,6,1,28,0,3,1,4353958.13,4847680.2,4482102.22,7372318.59,4326956.84,5739758.018571428,5040216.459642857,6190254.326444444,1209937.5330522736,1636549.077591247,8038680.63,2452372.43,18198.0,21472.571428571428,179.0,225.71428571428572,822.0,1135.0,0.09998450805397599,15.610185343525078
2013-07-29,8158241.16,284,1405,0.0,20760,0,0,2013,7,3,0,0,29,0,2,1,6017516.42,5926190.4,4387240.36,6359864.53,4804199.65,5906877.478571428,4991830.667857142,6110882.928666667,1145246.5164855616,1584236.812886604,8038680.63,2452372.43,25026.0,21772.0,224.0,231.0,1099.0,1157.4285714285713,0.0485363497602102,15.914539282165103
2013-07-30,7711378.77,327,1636,0.0019451774380938626,22570,1,1,2013,7,3,1,0,30,0,1,1,8158241.16,4436778.28,4411030.39,7209130.33,6586130.95,6225741.872857143,5056058.404642858,6077191.532,1427473.3753881957,1675575.1100817483,8158241.16,2452372.43,20760.0,21990.85714285714,284.0,238.0,1405.0,1184.857142857143,0.0,15.85820768802381
2013-07-31,10104475.36,530,2589,0.0049235609200396924,21645,1,1,2013,7,3,2,0,31,0,0,1,7711378.77,7329505.1,4475453.64,8038680.63,9151622.14,6693541.942857142,5073995.848928571,6017859.826,1271544.2933557138,1701958.578843762,8158241.16,2452372.43,22570.0,22216.285714285714,327.0,256.85714285714283,1636.0,1281.2857142857142,0.0,16.12848908758602
2013-08-01,10998208.4,561,2842,0.005214485661137317,23532,1,1,2013,8,3,3,0,1,1,30,0,10104475.36,6342757.31,6265533.39,2521315.44,9148357.3,7089966.265714286,5147774.232142857,6005913.271222222,1818007.209027805,1871559.6424893131,10104475.36,2452372.43,21645.0,21898.0,530.0,295.85714285714283,2589.0,1465.142857142857,0.0,16.213243035694063
2013-08-02,7422715.15,450,2212,0.007510728739199967,22089,1,1,2013,8,3,4,0,2,1,29,0,10998208.4,6941436.71,6310739.5,2494107.65,9692427.0,7755030.707142858,5450520.409285715,6037298.363222223,2289496.3656664775,2102351.4665776677,10998208.4,2452372.43,23532.0,21785.714285714286,561.0,336.7142857142857,2842.0,1682.5714285714287,0.0,15.820055606112179
2013-08-03,5599602.67,381,1880,0.00993820513340101,19760,1,1,2013,8,3,5,1,3,1,28,0,7422715.15,4353958.13,4157746.85,2452372.43,9297269.95,7823784.7700000005,5626542.105714286,6083937.691888888,2268118.538922249,2051363.0467860962,10998208.4,2452372.43,22089.0,21974.285714285714,450.0,365.0,2212.0,1800.7142857142858,0.0,15.53820637998655
2013-08-04,5021938.29,317,1655,0.009797014052914617,22135,1,1,2013,8,3,6,1,4,0,27,0,5599602.67,6017516.42,4847680.2,2958215.01,6384195.03,8001733.990000001,5738943.185714285,6102747.599333333,1981236.8976489261,1954956.2841320094,10998208.4,2571901.18,19760.0,22197.428571428572,381.0,393.85714285714283,1880.0,1951.857142857143,0.0,15.429326729817358
2013-08-05,2231563.34,142,655,0.008872703563950823,25518,1,1,2013,8,3,0,0,5,0,26,0,5021938.29,8158241.16,5926190.4,2571901.18,2359224.19,7859508.542857143,5812647.588571429,6110639.953888889,2173793.3193525295,1883845.5675939152,10998208.4,2571901.18,22135.0,21784.428571428572,317.0,407.14285714285717,1655.0,2031.2857142857142,0.0,14.618213395259605
2013-08-06,2493225.51,139,772,0.00886401968508657,21270,1,1,2013,8,3,1,0,6,0,25,0,2231563.34,7711378.77,4436778.28,4624825.33,3630003.7,7012840.282857142,5800492.665714285,6093620.2979999995,3025416.2359348135,1906491.7522640678,10998208.4,2231563.34,25518.0,22464.14285714286,142.0,386.85714285714283,655.0,1924.142857142857,0.0019451774380938626,14.72908821678185
2013-08-07,2638845.23,178,869,0.009454893267840494,21729,1,1,2013,8,3,2,0,7,0,24,0,2493225.51,10104475.36,7329505.1,3855254.64,2240253.44,6267389.817142857,5724364.100714287,6060676.486999999,3439184.673318203,1995650.2547320332,10998208.4,2231563.34,21270.0,22278.428571428572,139.0,360.0,772.0,1800.7142857142858,0.0049235609200396924,14.785852345504358
2013-08-08,3065089.0,227,1037,0.009591891132688154,25048,1,1,2013,8,3,3,0,8,0,23,0,2638845.23,10998208.4,6342757.31,5785320.61,2617553.36,5200871.227142857,5680920.9075,6025379.088777778,3200229.792298576,2050336.4690008427,10998208.4,2231563.34,21729.0,22290.428571428572,178.0,309.7142857142857,869.0,1555.0,0.005214485661137317,14.935587490706007
2013-08-09,2598855.08,178,947,0.009119400378415868,21871,1,1,2013,8,3,4,0,9,0,22,0,3065089.0,7422715.15,6941436.71,6053300.71,4478691.52,4067568.455714286,5583769.778571429,6012232.894888888,1975290.9306811227,2108818.8187076133,10998208.4,2231563.34,25048.0,22507.0,227.0,262.0,1037.0,1297.142857142857,0.007510728739199967,14.770581936946082
2013-08-10,1776113.02,126,613,0.008867678927324119,22931,1,1,2013,8,3,5,1,10,0,21,0,2598855.08,5599602.67,4353958.13,4161301.31,3412496.65,3378445.5885714283,5460396.720357143,5992344.578,1353176.689785799,2180173.4964432474,10998208.4,2231563.34,21871.0,22475.85714285714,178.0,223.14285714285714,947.0,1116.4285714285713,0.00993820513340101,14.389938400923942
2013-08-11,2074476.53,142,681,0.008363555696626753,20544,1,1,2013,8,3,6,1,11,0,20,0,1776113.02,5021938.29,6017516.42,4482102.22,2732604.35,2832232.7814285713,5375211.4242857145,5964322.837333334,1043393.0857059712,2277249.3100462323,10998208.4,1776113.02,22931.0,22928.85714285714,126.0,186.71428571428572,613.0,935.4285714285714,0.009797014052914617,14.54521988717073
2013-08-12,1933036.01,148,737,0.008561661507795708,24576,1,1,2013,8,3,0,0,12,0,19,0,2074476.53,2231563.34,8158241.16,4387240.36,3388181.83,2411166.8157142857,5289224.7924999995,5935556.036333333,422359.1042633544,2356303.7793116407,10998208.4,1776113.02,20544.0,22701.571428571428,142.0,161.71428571428572,681.0,796.2857142857143,0.008872703563950823,14.47460290441173
2013-08-13,2531884.21,174,839,0.008531195824314573,19843,1,1,2013,8,3,1,0,13,0,18,0,1933036.01,2493225.51,7711378.77,4411030.39,3928170.01,2368520.0542857144,5201574.637142858,5894565.587,457154.91772242426,2435416.4473567465,10998208.4,1776113.02,24576.0,22567.0,148.0,162.57142857142858,737.0,808.0,0.00886401968508657,14.744474725515508
2013-08-14,2791478.67,212,1092,0.009475264949812424,23377,1,1,2013,8,3,2,0,14,0,17,0,2531884.21,2638845.23,10104475.36,4475453.64,4033912.16,2374042.725714286,5134462.273571429,5851408.617777778,459141.7011076495,2483426.62892578,10998208.4,1776113.02,19843.0,22363.14285714286,174.0,167.57142857142858,839.0,817.5714285714286,0.009454893267840494,14.842082360883177
2013-08-15,3665019.45,260,1311,0.009004044985354715,24562,1,1,2013,8,3,3,0,15,0,16,0,2791478.67,3065089.0,10998208.4,6265533.39,3780293.26,2395847.5028571426,5074320.310357143,5796561.935777778,477086.79736817454,2520097.0983699425,10998208.4,1776113.02,23377.0,22598.571428571428,212.0,172.42857142857142,1092.0,849.4285714285714,0.009591891132688154,15.114344473096326
2013-08-16,3619170.1,239,1246,0.008758914094698119,21594,1,1,2013,8,3,4,0,16,0,15,0,3665019.45,2598855.08,7422715.15,6310739.5,5249978.18,2481551.8528571427,4981444.8125,5764835.9766666675,642542.7967578052,2522488.7012026766,10998208.4,1776113.02,24562.0,22529.14285714286,260.0,177.14285714285714,1311.0,888.5714285714286,0.009119400378415868,15.10175557968196
2013-08-17,3066137.96,219,1128,0.009278773613957018,25258,1,1,2013,8,3,5,1,17,0,14,0,3619170.1,1776113.02,5599602.67,4157746.85,4089284.05,2627311.1414285717,4885317.333928571,5748091.9661111105,775549.516116623,2521240.611242723,10998208.4,1776113.02,21594.0,22489.571428571428,239.0,185.85714285714286,1246.0,931.2857142857143,0.008867678927324119,14.935929660283128
2013-08-18,2385617.18,158,806,0.007691929851041733,24646,1,1,2013,8,3,6,1,18,0,13,0,3066137.96,2074476.53,5021938.29,4847680.2,3450015.71,2811600.4185714284,4846331.302142858,5721965.243111111,687889.9237011572,2541267.9921981255,10998208.4,1776113.02,25258.0,22822.0,219.0,199.14285714285714,1128.0,1004.8571428571429,0.008363555696626753,14.684968843687919
2013-08-19,2870843.18,185,934,0.008098665981469596,23836,1,1,2013,8,3,0,0,19,0,12,0,2385617.18,1933036.01,2231563.34,5926190.4,3904300.93,2856049.0828571427,4758400.48,5683615.833333333,640759.3917794148,2583464.384966079,10998208.4,1776113.02,24646.0,23408.0,158.0,201.42857142857142,806.0,1022.7142857142857,0.008561661507795708,14.870116683858122
2013-08-20,2730112.88,173,869,0.008003332082005342,23145,1,1,2013,8,3,1,0,20,0,11,0,2870843.18,2531884.21,2493225.51,4436778.28,3541027.32,2990021.5357142864,4649280.936428571,5658219.337666667,497671.41011821665,2596803.757156459,10998208.4,1776113.02,23836.0,23302.285714285714,185.0,206.71428571428572,934.0,1050.857142857143,0.008531195824314573,14.81985388057684
2013-08-21,2707776.73,192,1012,0.009251132016338733,22174,1,1,2013,8,3,2,0,21,0,10,0,2730112.88,2791478.67,2638845.23,7329505.1,4147483.23,3018339.9171428573,4588328.600714286,5611026.438777778,472248.2009335339,2621884.7245849776,10998208.4,1776113.02,23145.0,23774.0,173.0,206.57142857142858,869.0,1055.142857142857,0.009475264949812424,14.811638830620524
2013-08-22,3821233.2,250,1217,0.00990517930180236,20674,1,1,2013,8,3,3,0,22,0,9,0,2707776.73,3665019.45,3065089.0,6342757.31,4597682.81,3006382.4971428574,4423266.873214286,5539258.191111111,479946.66165652865,2588186.1445789915,10998208.4,1776113.02,22174.0,23602.14285714286,192.0,203.71428571428572,1012.0,1043.7142857142858,0.009004044985354715,15.15608401740598
2013-08-23,3454696.96,239,1197,0.008235165147451892,21969,1,1,2013,8,3,4,0,23,0,8,0,3821233.2,3619170.1,2598855.08,6941436.71,5478869.55,3028698.7471428574,4333212.440714286,5507604.891222223,517813.627249367,2562666.6493001995,10998208.4,1776113.02,20674.0,23046.714285714286,250.0,202.28571428571428,1217.0,1030.2857142857142,0.008758914094698119,15.055245590233659
2013-08-24,2837188.07,195,994,0.009498841576617796,22020,1,1,2013,8,3,5,1,24,0,7,0,3454696.96,3066137.96,1776113.02,4353958.13,4637850.57,3005202.584285714,4208686.021071428,5489828.247,489513.2423337064,2515513.304443188,10998208.4,1776113.02,21969.0,23100.285714285714,239.0,202.28571428571428,1197.0,1023.2857142857143,0.009278773613957018,14.858324355912968
2013-08-25,3018860.44,181,976,0.008761584222157682,23027,1,1,2013,8,3,6,1,25,0,6,0,2837188.07,2385617.18,2074476.53,6017516.42,3589566.28,2972495.4571428574,4154515.6617857143,5480801.613888889,492403.416985842,2528566.6607013857,10998208.4,1776113.02,22020.0,22637.714285714286,195.0,198.85714285714286,994.0,1004.1428571428571,0.007691929851041733,14.920390311643672
2013-08-26,3465971.03,216,1125,0.008915250512062128,23617,1,1,2013,8,3,0,0,26,0,5,0,3018860.44,2870843.18,1933036.01,8158241.16,4280204.53,3062958.7800000003,4047420.805357143,5465421.996111111,419365.60428276344,2510174.355619696,10998208.4,1776113.02,23027.0,22406.428571428572,181.0,202.14285714285714,976.0,1028.4285714285713,0.008098665981469596,15.058503679404009
2013-08-27,3008572.56,227,1035,0.008808163829028607,23901,1,1,2013,8,3,1,0,27,0,4,0,3465971.03,2730112.88,2531884.21,7711378.77,3038895.84,3147977.044285714,3879839.729285714,5434221.367444444,433996.69610576116,2378758.1350516113,10998208.4,1776113.02,23617.0,22375.14285714286,216.0,206.57142857142858,1125.0,1055.7142857142858,0.008003332082005342,14.916976624066582
2013-08-28,3749158.5,267,1319,0.00888199311925596,21366,1,1,2013,8,3,2,0,28,0,3,1,3008572.56,2707776.73,2791478.67,10104475.36,9508676.62,3187756.9985714285,3711882.3646428576,5385876.178222222,400804.3642660451,2261331.8042390635,10998208.4,1776113.02,23901.0,22483.14285714286,227.0,214.28571428571428,1035.0,1079.4285714285713,0.009251132016338733,15.137042239491631
2013-08-29,6385124.62,448,2301,0.008778215514296415,23147,1,1,2013,8,3,3,0,29,0,2,1,3749158.5,3821233.2,3665019.45,10998208.4,9260558.32,3336525.8228571424,3484906.7625,5284996.900666667,385946.94724386017,1883273.585228995,10998208.4,1776113.02,21366.0,22367.714285714286,267.0,225.0,1319.0,1123.2857142857142,0.00990517930180236,15.669481721491733
2013-08-30,5499141.72,394,2040,0.010104767767287148,26500,2,1,2013,8,3,4,0,30,0,1,1,6385124.62,3454696.96,3619170.1,7422715.15,10086534.1,3702796.0257142857,3320153.7703571427,5202505.516666667,1225674.4150669468,1318851.4431169564,7422715.15,1776113.02,23147.0,22721.0,448.0,253.28571428571428,2301.0,1278.142857142857,0.008235165147451892,15.520102768962941
2013-08-31,6810100.27,412,2215,0.0323164933370357,23963,2,1,2013,8,3,5,1,31,0,0,1,5499141.72,2837188.07,3066137.96,5599602.67,9104678.52,3994859.5628571426,3251454.7192857144,5117356.003777778,1389356.1799966893,1134440.59350135,6385124.62,1776113.02,26500.0,23368.285714285714,394.0,275.42857142857144,2040.0,1398.5714285714287,0.009498841576617796,15.733917548793393
2013-09-01,6018993.92,382,1964,0.04614788014273322,17091,2,1,2013,9,3,6,1,1,1,29,0,6810100.27,3018860.44,2385617.18,5021938.29,8560208.92,4562418.448571428,3294686.7764285714,5058802.387666667,1628515.6278994991,1244924.8747335626,6810100.27,1776113.02,23963.0,23645.85714285714,412.0,306.42857142857144,2215.0,1573.0,0.008761584222157682,15.610430846535532
2013-09-02,5386759.65,300,1599,0.057215437484759504,15376,2,1,2013,9,3,0,0,2,1,28,0,6018993.92,3465971.03,2870843.18,2231563.34,2587099.44,4991008.945714286,3330295.9060714287,5021102.350666666,1547341.3209077716,1308781.9021391734,6810100.27,1776113.02,17091.0,22797.85714285714,382.0,335.14285714285717,1964.0,1714.142857142857,0.008915250512062128,15.4994547696379
2013-09-03,4126941.12,168,808,0.10000002374640131,15581,1,1,2013,9,3,1,0,3,1,27,0,5386759.65,3008572.56,2730112.88,2493225.51,3865505.01,5265407.32,3442981.488571428,5020985.138444444,1394597.174888004,1345979.700512309,6810100.27,1776113.02,15376.0,21620.571428571428,300.0,347.14285714285717,1599.0,1781.857142857143,0.008808163829028607,15.233047283921081
2013-09-04,5401049.96,196,964,0.10000001184954788,16020,1,1,2013,9,3,2,0,4,0,26,0,4126941.12,3749158.5,2707776.73,2638845.23,3645749.44,5425174.257142857,3501328.4746428574,4990607.162444444,1132367.101577026,1338674.0058980554,6810100.27,1776113.02,15581.0,20432.0,168.0,338.7142857142857,808.0,1749.4285714285713,0.00888199311925596,15.502104114820277
2013-09-05,3168900.6,118,585,0.09999999368866287,16582,1,1,2013,9,3,3,0,5,0,25,0,5401049.96,6385124.62,3821233.2,3065089.0,2398185.51,5661158.7514285715,3599978.6435714285,4987364.360777779,865569.5532540248,1374070.338261353,6810100.27,1776113.02,16020.0,19668.285714285714,196.0,328.57142857142856,964.0,1698.7142857142858,0.008778215514296415,14.968895587386301
2013-09-06,2705040.33,114,567,0.10000001737497201,16237,1,1,2013,9,3,4,0,6,0,24,0,3168900.6,5499141.72,3454696.96,2598855.08,2858227.37,5201698.177142858,3603686.200714286,4979868.731,1204488.8188471834,1372713.0127170223,6810100.27,1776113.02,16582.0,18730.428571428572,118.0,281.42857142857144,585.0,1453.5714285714287,0.010104767767287148,14.81062774925875
2013-09-07,2468479.29,113,524,0.09999998825187631,15613,1,1,2013,9,3,5,1,7,0,23,0,2705040.33,6810100.27,2837188.07,1776113.02,3282753.8,4802540.835714286,3607478.5310714287,4969402.964111111,1512960.7590397939,1369978.1499052409,6810100.27,1776113.02,16237.0,17264.285714285714,114.0,241.42857142857142,567.0,1243.142857142857,0.0323164933370357,14.719113252043142
2013-09-08,3056823.21,130,664,0.10000000294423309,16962,1,1,2013,9,3,6,1,8,0,22,0,2468479.29,6018993.92,3018860.44,2074476.53,3666204.89,4182309.2671428574,3632205.897857143,4953717.928333334,1441008.8813507347,1341654.3516921531,6810100.27,1933036.01,15613.0,16071.42857142857,113.0,198.71428571428572,524.0,1001.5714285714286,0.04614788014273322,14.932887095130573
2013-09-09,3771227.87,144,702,0.10000000609880941,18127,1,1,2013,9,3,0,0,9,0,21,0,3056823.21,5386759.65,3465971.03,1933036.01,4458501.42,3759142.022857143,3667289.707857143,4937939.432555555,1231452.6862691902,1311926.245300414,6810100.27,1933036.01,16962.0,16053.0,130.0,162.71428571428572,664.0,815.8571428571429,0.057215437484759504,15.142911466522907
2013-09-10,5357130.97,220,1050,0.10000001176002611,17160,1,1,2013,9,3,1,0,10,0,20,0,3771227.87,4126941.12,3008572.56,2531884.21,4548962.79,3528351.768571429,3732939.4171428573,4924243.654888889,1006397.2251153936,1267157.1165366408,6810100.27,2385617.18,18127.0,16446.0,144.0,140.42857142857142,702.0,687.7142857142857,0.10000002374640131,15.493939309616595
2013-09-11,4636476.74,168,845,0.1000000250189975,16910,1,1,2013,9,3,2,0,11,0,19,0,5357130.97,5401049.96,3749158.5,2791478.67,4021565.55,3704093.1757142856,3833841.0871428573,4903667.108444444,1214285.8744245504,1280392.6732645372,6810100.27,2385617.18,17160.0,16671.571428571428,220.0,147.85714285714286,1050.0,722.2857142857143,0.10000001184954788,15.34946552817563
